s_m,hmin_m,hmax_m,cav_any
3480.0,2.0,1011.9121212758769,False
3490.0,2.0,1013.1736751185492,False
3500.0,2.0,1014.473287317375,False
3510.0,2.0,1015.6613385984245,False
3520.0,2.0,1017.0076145270713,False
3530.0,2.0,1018.2168343942201,False
3540.0,2.0,1019.5095987485795,False
3550.0,2.0,1020.8484912759809,False
3560.0,2.0,1022.0669321691174,False
3570.0,2.0,1023.4465799022478,False
3580.0,2.0,1024.6962315828534,False
3590.0,2.0,1026.0201773188971,False
3600.0,2.0,1027.4000333956885,False
3610.0,2.0,1028.64883321986,False
3620.0,2.0,1030.062167003649,False
3630.0,2.0,1031.3542185714123,False
3640.0,2.0,1032.7093229706495,False
3650.0,2.0,1034.1318659251622,False
3660.0,2.0,1035.4110011411576,False
3670.0,2.0,1036.8583482162755,False
3680.0,2.0,1038.1948135166585,False
3690.0,2.0,1039.5810609189407,False
3700.0,2.0,1041.0480538238696,False
3710.0,2.0,1042.357508733377,False
3720.0,2.0,1043.8392097587853,False
3730.0,2.0,1045.222147852994,False
3740.0,2.0,1046.6395303267539,False
3750.0,2.0,1048.152775479956,False
3760.0,2.0,1049.4925429501554,False
3770.0,2.0,1051.0089524107298,False
3780.0,2.0,1052.4404668282784,False
3790.0,2.0,1053.888984861144,False
3800.0,2.0,1055.4503230905475,False
3810.0,2.0,1056.8128635412563,False
3820.0,2.0,1058.1139966283906,False
3830.0,2.0,1059.458617013173,False
3840.0,2.0,1060.7560873810232,False
3850.0,2.0,1062.0927068512622,False
3860.0,2.0,1063.3902673783805,False
3870.0,2.0,1064.7032188919068,False
3880.0,2.0,1066.0196728932367,False
3890.0,2.0,1067.3771468758632,False
3900.0,2.0,1068.699634478408,False
3910.0,2.0,1069.9983629747755,False
3920.0,2.0,1071.3719465394624,False
3930.0,2.0,1072.71921186305,False
3940.0,2.0,1074.0502375541498,False
3950.0,2.0,1075.4116501918938,False
3960.0,2.0,1076.812408728029,False
3970.0,2.0,1078.1692894569487,False
3980.0,2.0,1079.5176879679016,False
3990.0,2.0,1080.9422634321725,False
4000.0,2.0,1082.3254073612393,False
4010.0,2.0,1083.7009648242085,False
4020.0,2.0,1085.116073655768,False
4030.0,2.0,1086.5516433451858,False
4040.0,2.0,1087.9593141039115,False
4050.0,2.0,1089.363122342022,False
4060.0,2.0,1090.8428165123037,False
4070.0,2.0,1092.2572052330188,False
4080.0,2.0,1093.6867091257384,False
4090.0,2.0,1095.159271771135,False
4100.0,2.0,1096.6262702815682,False
4110.0,2.0,1098.0921842470352,False
4120.0,2.0,1099.5545802960955,False
4130.0,2.0,1101.0699953869175,False
4140.0,2.0,1102.5465662136237,False
4150.0,2.0,1104.0272077763932,False
4160.0,2.0,1105.5584547964231,False
4170.0,2.0,1107.055771951808,False
4180.0,2.0,1108.5838372669946,False
4190.0,2.0,1110.1069841976234,False
4200.0,2.0,1111.6524414996074,False
4210.0,2.0,1113.2020761452582,False
4220.0,2.0,1114.7347821858507,False
4230.0,2.0,1116.3238616861956,False
4240.0,2.0,1117.8549347603735,False
4250.0,2.0,1119.4476073411824,False
4260.0,2.0,1121.033374219725,False
4270.0,2.0,1122.608720636525,False
4280.0,2.0,1124.2343989450972,False
4290.0,2.0,1125.8216837370144,False
4300.0,2.0,1127.4423890781325,False
4310.0,2.0,1129.049341064992,False
4320.0,2.0,1130.6993444408483,False
4330.0,2.0,1132.3479800204923,False
4340.0,2.0,1133.9537924231379,False
4350.0,2.0,1135.6571970571285,False
4360.0,2.0,1137.3012070184031,False
4370.0,2.0,1138.9539141496793,False
4380.0,2.0,1140.6392687870227,False
4390.0,2.0,1142.3489242162482,False
4400.0,2.0,1144.0343125887796,False
4410.0,2.0,1145.7129044060894,False
4420.0,2.0,1147.4807728265469,False
4430.0,2.0,1149.188893155851,False
4440.0,2.0,1150.8730847538409,False
4450.0,2.0,1152.6395729707301,False
4460.0,2.0,1154.4103360166596,False
4470.0,2.0,1156.128202249995,False
4480.0,2.0,1157.8890571825946,False
4490.0,2.0,1159.7155039493446,False
4500.0,2.0,1161.4717913246934,False
4510.0,2.0,1163.2257846170955,False
4520.0,2.0,1165.065676257689,False
4530.0,2.0,1166.8694721293791,False
4540.0,2.0,1168.6635314290315,False
4550.0,2.0,1170.4973521650354,False
4560.0,2.0,1172.354987550439,False
4570.0,2.0,1174.1941044137898,False
4580.0,2.0,1176.0205511758911,False
4590.0,2.0,1177.9293714517141,False
4600.0,2.0,1179.7667633223268,False
4610.0,2.0,1181.6416955783625,False
4620.0,2.0,1183.5485982529763,False
4630.0,2.0,1185.438731313739,False
4640.0,2.0,1187.362623815236,False
4650.0,2.0,1189.2632068986632,False
4660.0,2.0,1191.204851859913,False
4670.0,2.0,1193.133703084624,False
4680.0,2.0,1195.078042668585,False
4690.0,2.0,1197.0575624744579,False
4700.0,2.0,1198.9817720600622,False
4710.0,2.0,1200.991715544712,False
4720.0,2.0,1202.9679289407395,False
4730.0,2.0,1204.943644937366,False
4740.0,2.0,1206.965915895555,False
4750.0,2.0,1208.9820751485497,False
4760.0,2.0,1210.9999438339855,False
4770.0,2.0,1213.0133582672206,False
4780.0,2.0,1215.0986638975169,False
4790.0,2.0,1217.1502021351112,False
4800.0,2.0,1219.161515227871,False
4810.0,2.0,1221.2781404319971,False
4820.0,2.0,1223.3682705789622,False
4830.0,2.0,1225.4224205186456,False
4840.0,2.0,1227.5319095636419,False
4850.0,2.0,1229.6935076316413,False
4860.0,2.0,1231.7821559904914,False
4870.0,2.0,1233.8903427771897,False
4880.0,2.0,1236.0884326807459,False
4890.0,2.0,1238.2246376046387,False
4900.0,2.0,1240.3583487591072,False
4910.0,2.0,1242.5542787714035,False
4920.0,2.0,1244.7516167402064,False
4930.0,2.0,1246.9396275129907,False
4940.0,2.0,1249.1309078003383,False
4950.0,2.0,1251.3836809192812,False
4960.0,2.0,1253.594995507527,False
4970.0,2.0,1255.8161974568316,False
4980.0,2.0,1258.093983768731,False
4990.0,2.0,1260.328963756292,False
5000.0,2.0,1262.6037303799224,False
