t_s,H_m,P_bar
3.8987463321601163,65.0,6.3765
3.8989251163272263,65.0,6.3765
3.8991039004943358,65.0,6.3765
3.8992826846614457,65.0,6.3765
3.899461468828555,65.0,6.3765
3.8996402529956646,65.0,6.3765
3.8998190371627746,65.0,6.3765
3.899997821329884,65.0,6.3765
3.9001766054969935,65.0,6.3765
3.9003553896641034,65.0,6.3765
3.900534173831213,65.0,6.3765
3.900712957998323,65.0,6.3765
3.9008917421654323,65.0,6.3765
3.901070526332542,65.0,6.3765
3.9012493104996517,65.0,6.3765
3.901428094666761,65.0,6.3765
3.901606878833871,65.0,6.3765
3.9017856630009806,65.0,6.3765
3.90196444716809,65.0,6.3765
3.9021432313352,65.0,6.3765
3.9023220155023095,65.0,6.3765
3.902500799669419,65.0,6.3765
3.902679583836529,65.0,6.3765
3.9028583680036384,65.0,6.3765
3.9030371521707483,65.0,6.3765
3.903215936337858,65.0,6.3765
3.9033947205049673,65.0,6.3765
3.903573504672077,65.0,6.3765
3.9037522888391867,65.0,6.3765
3.903931073006296,65.0,6.3765
3.904109857173406,65.0,6.3765
3.9042886413405156,65.0,6.3765
3.9044674255076255,65.0,6.3765
3.904646209674735,65.0,6.3765
3.9048249938418444,65.0,6.3765
3.9050037780089544,65.0,6.3765
3.905182562176064,65.0,6.3765
3.9053613463431733,65.0,6.3765
3.9055401305102833,65.0,6.3765
3.9057189146773927,65.0,6.3765
3.9058976988445027,65.0,6.3765
3.906076483011612,65.0,6.3765
3.9062552671787216,65.0,6.3765
3.9064340513458315,65.0,6.3765
3.906612835512941,65.0,6.3765
3.906791619680051,65.0,6.3765
3.9069704038471604,65.0,6.3765
3.90714918801427,65.0,6.3765
3.90732797218138,65.0,6.3765
3.9075067563484893,65.0,6.3765
3.907685540515599,65.0,6.3765
3.9078643246827087,65.0,6.3765
3.908043108849818,65.0,6.3765
3.908221893016928,65.0,6.3765
3.9084006771840376,65.0,6.3765
3.908579461351147,65.0,6.3765
3.908758245518257,65.0,6.3765
3.9089370296853665,65.0,6.3765
3.909115813852476,65.0,6.3765
3.909294598019586,65.0,6.3765
3.9094733821866954,65.0,6.3765
3.9096521663538053,65.0,6.3765
3.909830950520915,65.0,6.3765
3.9100097346880243,65.0,6.3765
3.910188518855134,65.0,6.3765
3.9103673030222437,65.0,6.3765
3.9105460871893536,65.0,6.3765
3.910724871356463,65.0,6.3765
3.9109036555235726,65.0,6.3765
3.9110824396906825,65.0,6.3765
3.911261223857792,65.0,6.3765
3.9114400080249014,65.0,6.3765
3.9116187921920114,65.0,6.3765
3.911797576359121,65.0,6.3765
3.9119763605262308,65.0,6.3765
3.9121551446933402,65.0,6.3765
3.9123339288604497,65.0,6.3765
3.9125127130275597,65.0,6.3765
3.912691497194669,65.0,6.3765
3.9128702813617786,65.0,6.3765
3.9130490655288885,65.0,6.3765
3.913227849695998,65.0,6.3765
3.913406633863108,65.0,6.3765
3.9135854180302174,65.0,6.3765
3.913764202197327,65.0,6.3765
3.913942986364437,65.0,6.3765
3.9141217705315463,65.0,6.3765
3.914300554698656,65.0,6.3765
3.9144793388657657,65.0,6.3765
3.914658123032875,65.0,6.3765
3.914836907199985,65.0,6.3765
3.9150156913670946,65.0,6.3765
3.915194475534204,65.0,6.3765
3.915373259701314,65.0,6.3765
3.9155520438684235,65.0,6.3765
3.9157308280355334,65.0,6.3765
3.915909612202643,65.0,6.3765
3.9160883963697524,65.0,6.3765
3.9162671805368623,65.0,6.3765
3.9164459647039718,65.0,6.3765
3.9166247488710813,65.0,6.3765
3.916803533038191,65.0,6.3765
3.9169823172053007,65.0,6.3765
3.9171611013724106,65.0,6.3765
3.91733988553952,65.0,6.3765
3.9175186697066295,65.0,6.3765
3.9176974538737395,65.0,6.3765
3.917876238040849,65.0,6.3765
3.9180550222079584,65.0,6.3765
3.9182338063750684,65.0,6.3765
3.918412590542178,65.0,6.3765
3.9185913747092878,65.0,6.3765
3.9187701588763972,65.0,6.3765
3.9189489430435067,65.0,6.3765
3.9191277272106166,65.0,6.3765
3.919306511377726,65.0,6.3765
3.919485295544836,65.0,6.3765
3.9196640797119455,65.0,6.3765
3.919842863879055,65.0,6.3765
3.920021648046165,65.0,6.3765
3.9202004322132744,65.0,6.3765
3.920379216380384,65.0,6.3765
